date[YYYYDDD],date,product,band,min,max,sum,range,mean,variance,standard_deviation,tot_pixels,pixels_pass_qa,per_cent_pixels_pass_qa
A2004145,2004-05-24,MOD11A2,LST_Day_1km,297.4200,301.0000,24237.7207,3.5800,299.2311,0.7114,0.8434,81,81,100.00
A2004153,2004-06-01,MOD11A2,LST_Day_1km,302.0400,307.4600,24711.0605,5.4200,305.0748,1.9605,1.4002,81,81,100.00
A2004161,2004-06-09,MOD11A2,LST_Day_1km,300.9600,302.3600,24437.9219,1.4000,301.7027,0.0758,0.2753,81,81,100.00
A2004169,2004-06-17,MOD11A2,LST_Day_1km,294.7600,300.9600,24077.9258,6.2000,297.2583,4.5521,2.1336,81,81,100.00
A2004177,2004-06-25,MOD11A2,LST_Day_1km,296.4600,299.8400,24126.7832,3.3800,297.8615,0.7475,0.8646,81,81,100.00
A2004185,2004-07-03,MOD11A2,LST_Day_1km,295.4800,302.2800,24287.4766,6.8000,299.8454,3.3692,1.8355,81,81,100.00
A2004193,2004-07-11,MOD11A2,LST_Day_1km,297.1800,300.4600,24207.9043,3.2800,298.8630,0.4970,0.7050,81,81,100.00
A2004201,2004-07-19,MOD11A2,LST_Day_1km,294.2200,299.0800,23817.4570,4.8600,297.7182,1.3948,1.1810,81,80,98.77
A2004209,2004-07-27,MOD11A2,LST_Day_1km,294.8600,302.6800,24087.8008,7.8200,297.3802,3.9856,1.9964,81,81,100.00
A2004217,2004-08-04,MOD11A2,LST_Day_1km,296.4400,298.7200,24099.3789,2.2800,297.5232,0.2463,0.4963,81,81,100.00
A2004225,2004-08-12,MOD11A2,LST_Day_1km,290.4200,296.4200,23737.7207,6.0000,293.0583,2.6104,1.6157,81,81,100.00
A2004233,2004-08-20,MOD11A2,LST_Day_1km,295.3400,298.7200,24051.5996,3.3800,296.9333,0.5016,0.7082,81,81,100.00
A2004241,2004-08-28,MOD11A2,LST_Day_1km,298.4600,301.0600,24292.0547,2.6000,299.9019,0.3778,0.6146,81,81,100.00
A2004249,2004-09-05,MOD11A2,LST_Day_1km,297.7200,299.3400,24195.0605,1.6200,298.7044,0.1170,0.3421,81,81,100.00
A2004257,2004-09-13,MOD11A2,LST_Day_1km,297.4000,299.5000,24167.6758,2.1000,298.3664,0.1649,0.4061,81,81,100.00
A2004265,2004-09-21,MOD11A2,LST_Day_1km,298.6200,301.7000,24317.8418,3.0800,300.2203,0.2911,0.5395,81,81,100.00
A2004273,2004-09-29,MOD11A2,LST_Day_1km,292.7000,295.9800,23815.7988,3.2800,294.0222,0.3450,0.5874,81,81,100.00
A2004281,2004-10-07,MOD11A2,LST_Day_1km,291.6200,298.2400,23895.8555,6.6200,295.0106,1.6620,1.2892,81,81,100.00
A2004289,2004-10-15,MOD11A2,LST_Day_1km,283.3800,290.2800,14846.7373,6.9000,285.5142,2.8696,1.6940,81,52,64.20
A2004297,2004-10-23,MOD11A2,LST_Day_1km,293.3600,296.1800,23905.8594,2.8200,295.1341,0.4761,0.6900,81,81,100.00
A2004305,2004-10-31,MOD11A2,LST_Day_1km,286.0600,288.4200,23283.4004,2.3600,287.4494,0.5123,0.7158,81,81,100.00
A2004313,2004-11-08,MOD11A2,LST_Day_1km,281.2200,282.3800,22815.6387,1.1600,281.6746,0.0659,0.2566,81,81,100.00
A2004321,2004-11-16,MOD11A2,LST_Day_1km,,,,,,,,81,0,0.00
A2004329,2004-11-24,MOD11A2,LST_Day_1km,275.0400,277.3000,22424.8398,2.2600,276.8499,0.1228,0.3504,81,81,100.00
A2004337,2004-12-02,MOD11A2,LST_Day_1km,276.2200,279.8400,22542.7168,3.6200,278.3051,1.1160,1.0564,81,81,100.00
A2004345,2004-12-10,MOD11A2,LST_Day_1km,273.6600,276.9800,22302.1758,3.3200,275.3355,0.7230,0.8503,81,81,100.00
A2004353,2004-12-18,MOD11A2,LST_Day_1km,265.6400,279.2200,22471.9355,13.5800,277.4313,5.1782,2.2756,81,81,100.00
A2004361,2004-12-26,MOD11A2,LST_Day_1km,271.6400,280.0400,22049.2754,8.4000,275.6159,4.1102,2.0274,81,80,98.77
A2005001,2005-01-01,MOD11A2,LST_Day_1km,258.7600,263.7000,14134.0811,4.9400,261.7422,2.1746,1.4747,81,54,66.67
A2005009,2005-01-09,MOD11A2,LST_Day_1km,257.1400,258.8000,20894.3008,1.6600,257.9543,0.1237,0.3517,81,81,100.00
A2005017,2005-01-17,MOD11A2,LST_Day_1km,260.8000,271.6400,17068.6211,10.8400,262.5942,8.7178,2.9526,81,65,80.25
A2005025,2005-01-25,MOD11A2,LST_Day_1km,274.0400,275.7200,22271.2344,1.6800,274.9535,0.0910,0.3016,81,81,100.00
A2005033,2005-02-02,MOD11A2,LST_Day_1km,282.5400,285.2800,22961.9004,2.7400,283.4803,0.2345,0.4843,81,81,100.00
A2005041,2005-02-10,MOD11A2,LST_Day_1km,277.6400,278.2800,22509.5039,0.6400,277.8951,0.0136,0.1168,81,81,100.00
A2005049,2005-02-18,MOD11A2,LST_Day_1km,278.6800,281.3200,22730.3984,2.6400,280.6222,0.3024,0.5499,81,81,100.00
A2005057,2005-02-26,MOD11A2,LST_Day_1km,279.1600,280.8800,22689.0645,1.7200,280.1119,0.2188,0.4677,81,81,100.00
A2005065,2005-03-06,MOD11A2,LST_Day_1km,285.0800,289.5800,23218.0195,4.5000,286.6422,1.2677,1.1259,81,81,100.00
A2005073,2005-03-14,MOD11A2,LST_Day_1km,282.9600,289.7200,23265.2363,6.7600,287.2251,1.1692,1.0813,81,81,100.00
A2005081,2005-03-22,MOD11A2,LST_Day_1km,289.5400,293.2400,23686.1172,3.7000,292.4212,0.2075,0.4555,81,81,100.00
A2005089,2005-03-30,MOD11A2,LST_Day_1km,293.3000,298.9400,24050.4160,5.6400,296.9187,1.5957,1.2632,81,81,100.00
A2005097,2005-04-07,MOD11A2,LST_Day_1km,293.9000,296.5600,23939.5625,2.6600,295.5501,0.4317,0.6570,81,81,100.00
A2005105,2005-04-15,MOD11A2,LST_Day_1km,296.0800,301.3400,24231.6895,5.2600,299.1566,1.2019,1.0963,81,81,100.00
A2005113,2005-04-23,MOD11A2,LST_Day_1km,289.3200,295.8600,23631.2031,6.5400,291.7433,1.5279,1.2361,81,81,100.00
A2005121,2005-05-01,MOD11A2,LST_Day_1km,297.8600,302.7400,24306.5215,4.8800,300.0805,1.2256,1.1071,81,81,100.00
A2005129,2005-05-09,MOD11A2,LST_Day_1km,295.3200,311.9200,24853.8477,16.6000,306.8376,18.6390,4.3173,81,81,100.00
A2005137,2005-05-17,MOD11A2,LST_Day_1km,300.4000,304.9600,24546.1211,4.5600,303.0385,1.2448,1.1157,81,81,100.00
A2005145,2005-05-25,MOD11A2,LST_Day_1km,296.5000,301.1600,24226.3789,4.6600,299.0911,1.2525,1.1192,81,81,100.00
A2005153,2005-06-02,MOD11A2,LST_Day_1km,301.6200,306.2400,24646.7832,4.6200,304.2813,1.2563,1.1208,81,81,100.00
A2005161,2005-06-10,MOD11A2,LST_Day_1km,300.4400,306.1600,24561.0215,5.7200,303.2225,1.9579,1.3992,81,81,100.00
A2005169,2005-06-18,MOD11A2,LST_Day_1km,303.8600,307.6800,24778.1445,3.8200,305.9030,0.7290,0.8538,81,81,100.00
A2005177,2005-06-26,MOD11A2,LST_Day_1km,300.9200,304.0200,24528.2207,3.1000,302.8175,0.5969,0.7726,81,81,100.00
A2005185,2005-07-04,MOD11A2,LST_Day_1km,300.8000,303.1000,24448.2988,2.3000,301.8308,0.2224,0.4716,81,81,100.00
A2005193,2005-07-12,MOD11A2,LST_Day_1km,303.2600,305.3000,24636.7559,2.0400,304.1575,0.2445,0.4945,81,81,100.00
A2005201,2005-07-20,MOD11A2,LST_Day_1km,300.5200,304.2600,24491.6426,3.7400,302.3660,0.7962,0.8923,81,81,100.00
A2005209,2005-07-28,MOD11A2,LST_Day_1km,294.1200,303.2800,24036.0176,9.1600,296.7410,3.8917,1.9727,81,81,100.00
A2005217,2005-08-05,MOD11A2,LST_Day_1km,296.3800,302.5000,24372.0605,6.1200,300.8896,1.3279,1.1523,81,81,100.00
A2005225,2005-08-13,MOD11A2,LST_Day_1km,300.0200,301.9200,24374.7773,1.9000,300.9232,0.1932,0.4395,81,81,100.00
A2005233,2005-08-21,MOD11A2,LST_Day_1km,298.2000,301.4600,24271.3594,3.2600,299.6464,0.4940,0.7029,81,81,100.00
A2005241,2005-08-29,MOD11A2,LST_Day_1km,300.9600,303.3000,24498.6328,2.3400,302.4523,0.2234,0.4727,81,81,100.00
A2005249,2005-09-06,MOD11A2,LST_Day_1km,302.6000,304.2200,24577.7988,1.6200,303.4296,0.1792,0.4233,81,81,100.00
A2005257,2005-09-14,MOD11A2,LST_Day_1km,300.5000,303.8400,24448.4785,3.3400,301.8331,0.4237,0.6509,81,81,100.00
A2005265,2005-09-22,MOD11A2,LST_Day_1km,295.8600,299.1800,24103.9375,3.3200,297.5795,0.4647,0.6817,81,81,100.00
A2005273,2005-09-30,MOD11A2,LST_Day_1km,300.3600,302.5800,24411.1035,2.2200,301.3716,0.2582,0.5081,81,81,100.00
A2005281,2005-10-08,MOD11A2,LST_Day_1km,293.7800,300.1600,23984.3359,6.3800,296.1029,3.0002,1.7321,81,81,100.00
A2005289,2005-10-16,MOD11A2,LST_Day_1km,297.5800,299.3800,24173.7637,1.8000,298.4415,0.1753,0.4187,81,81,100.00
A2005297,2005-10-24,MOD11A2,LST_Day_1km,289.5200,291.4000,23549.6523,1.8800,290.7365,0.1835,0.4283,81,81,100.00
A2005305,2005-11-01,MOD11A2,LST_Day_1km,288.8600,292.2200,23538.0566,3.3600,290.5933,0.6566,0.8103,81,81,100.00
A2005313,2005-11-09,MOD11A2,LST_Day_1km,283.4400,287.6400,23109.3477,4.2000,285.3006,1.5611,1.2494,81,81,100.00
A2005321,2005-11-17,MOD11A2,LST_Day_1km,272.5600,275.4000,22141.7188,2.8400,273.3546,0.5540,0.7443,81,81,100.00
A2005329,2005-11-25,MOD11A2,LST_Day_1km,279.3400,286.5000,23015.2031,7.1600,284.1383,7.5076,2.7400,81,81,100.00
A2005337,2005-12-03,MOD11A2,LST_Day_1km,258.9400,261.4400,21059.0781,2.5000,259.9886,0.5201,0.7212,81,81,100.00
A2005345,2005-12-11,MOD11A2,LST_Day_1km,263.6800,264.9400,17442.5195,1.2600,264.2806,0.0710,0.2664,81,66,81.48
A2005353,2005-12-19,MOD11A2,LST_Day_1km,266.5600,270.9400,19356.4629,4.3800,268.8398,1.9208,1.3859,81,72,88.89
A2005361,2005-12-27,MOD11A2,LST_Day_1km,,,,,,,,81,0,0.00
A2006001,2006-01-01,MOD11A2,LST_Day_1km,274.8200,276.5000,5797.9395,1.6800,276.0923,0.2212,0.4703,81,21,25.93
A2006009,2006-01-09,MOD11A2,LST_Day_1km,278.0200,279.0800,22554.8965,1.0600,278.4555,0.0454,0.2131,81,81,100.00
A2006017,2006-01-17,MOD11A2,LST_Day_1km,276.5200,280.3200,22564.3164,3.8000,278.5718,0.9351,0.9670,81,81,100.00
A2006025,2006-01-25,MOD11A2,LST_Day_1km,281.6200,282.9800,22881.2617,1.3600,282.4847,0.1851,0.4303,81,81,100.00
A2006033,2006-02-02,MOD11A2,LST_Day_1km,274.4600,289.3200,22820.5039,14.8600,281.7346,33.5900,5.7957,81,81,100.00
A2006041,2006-02-10,MOD11A2,LST_Day_1km,285.2000,286.0600,23142.2559,0.8600,285.7068,0.0398,0.1996,81,81,100.00
A2006049,2006-02-18,MOD11A2,LST_Day_1km,282.3200,283.8000,22919.9219,1.4800,282.9620,0.1231,0.3508,81,81,100.00
A2006057,2006-02-26,MOD11A2,LST_Day_1km,280.9600,282.7600,22833.1211,1.8000,281.8904,0.1291,0.3593,81,81,100.00
A2006065,2006-03-06,MOD11A2,LST_Day_1km,281.1400,284.6200,22932.3184,3.4800,283.1151,0.7024,0.8381,81,81,100.00
A2006073,2006-03-14,MOD11A2,LST_Day_1km,285.1600,287.0000,23167.0801,1.8400,286.0133,0.1715,0.4141,81,81,100.00
A2006081,2006-03-22,MOD11A2,LST_Day_1km,275.8600,289.7400,22436.9844,13.8800,287.6537,9.1573,3.0261,81,78,96.30
A2006089,2006-03-30,MOD11A2,LST_Day_1km,292.3600,294.0200,23749.2070,1.6600,293.2001,0.1335,0.3653,81,81,100.00
A2006097,2006-04-07,MOD11A2,LST_Day_1km,300.2800,302.9400,24453.9551,2.6600,301.9007,0.3095,0.5564,81,81,100.00
A2006105,2006-04-15,MOD11A2,LST_Day_1km,295.6800,300.6600,24154.6211,4.9800,298.2052,1.0999,1.0487,81,81,100.00
A2006113,2006-04-23,MOD11A2,LST_Day_1km,298.3600,302.6400,24372.7578,4.2800,300.8983,0.9308,0.9648,81,81,100.00
A2006121,2006-05-01,MOD11A2,LST_Day_1km,295.7800,302.0800,24209.3203,6.3000,298.8805,2.2160,1.4886,81,81,100.00
A2006129,2006-05-09,MOD11A2,LST_Day_1km,298.0400,302.9200,20161.6973,4.8800,300.9209,1.3011,1.1406,81,67,82.72
A2006137,2006-05-17,MOD11A2,LST_Day_1km,301.5600,304.9200,24562.2227,3.3600,303.2373,0.7331,0.8562,81,81,100.00
A2006145,2006-05-25,MOD11A2,LST_Day_1km,305.1600,310.6000,24977.6348,5.4400,308.3659,1.5158,1.2312,81,81,100.00
A2006153,2006-06-02,MOD11A2,LST_Day_1km,303.5800,313.1200,25005.2988,9.5400,308.7074,5.7754,2.4032,81,81,100.00
A2006161,2006-06-10,MOD11A2,LST_Day_1km,304.6800,308.1800,24821.9980,3.5000,306.4444,0.7031,0.8385,81,81,100.00
A2006169,2006-06-18,MOD11A2,LST_Day_1km,301.5800,309.3400,24716.5195,7.7600,305.1422,2.1865,1.4787,81,81,100.00
A2006177,2006-06-26,MOD11A2,LST_Day_1km,300.3200,306.6200,24512.8379,6.3000,302.6276,1.8350,1.3546,81,81,100.00
A2006185,2006-07-04,MOD11A2,LST_Day_1km,301.1400,306.4000,24557.6406,5.2600,303.1808,1.0901,1.0441,81,81,100.00
A2006193,2006-07-12,MOD11A2,LST_Day_1km,304.6800,309.8800,24824.6074,5.2000,306.4766,1.1211,1.0588,81,81,100.00
A2006201,2006-07-20,MOD11A2,LST_Day_1km,299.8400,303.9800,24413.4004,4.1400,301.4000,0.4808,0.6934,81,81,100.00
A2006209,2006-07-28,MOD11A2,LST_Day_1km,303.2400,305.2200,24626.8242,1.9800,304.0349,0.2198,0.4689,81,81,100.00
A2006217,2006-08-05,MOD11A2,LST_Day_1km,295.5800,298.4400,24031.1641,2.8600,296.6810,0.3295,0.5740,81,81,100.00
A2006225,2006-08-13,MOD11A2,LST_Day_1km,297.9600,299.8600,24198.8359,1.9000,298.7511,0.2242,0.4735,81,81,100.00
A2006233,2006-08-21,MOD11A2,LST_Day_1km,300.3800,301.9800,24385.2988,1.6000,301.0531,0.1663,0.4078,81,81,100.00
A2006241,2006-08-29,MOD11A2,LST_Day_1km,295.0600,298.7000,24058.0801,3.6400,297.0133,0.8590,0.9268,81,81,100.00
A2006249,2006-09-06,MOD11A2,LST_Day_1km,296.4800,299.5000,24145.8242,3.0200,298.0966,0.5552,0.7451,81,81,100.00
A2006257,2006-09-14,MOD11A2,LST_Day_1km,295.4400,298.6400,24068.5000,3.2000,297.1420,0.7435,0.8623,81,81,100.00
A2006265,2006-09-22,MOD11A2,LST_Day_1km,292.8400,297.2200,23880.5781,4.3800,294.8220,0.7309,0.8549,81,81,100.00
A2006273,2006-09-30,MOD11A2,LST_Day_1km,296.0800,300.4800,24138.1152,4.4000,298.0014,1.2765,1.1298,81,81,100.00
A2006281,2006-10-08,MOD11A2,LST_Day_1km,285.5400,288.4600,23179.5176,2.9200,286.1669,0.2702,0.5198,81,81,100.00
A2006289,2006-10-16,MOD11A2,LST_Day_1km,280.4000,286.5600,23000.1973,6.1600,283.9531,4.0903,2.0224,81,81,100.00
A2006297,2006-10-24,MOD11A2,LST_Day_1km,282.0600,285.5800,23022.6426,3.5200,284.2302,0.5566,0.7461,81,81,100.00
A2006305,2006-11-01,MOD11A2,LST_Day_1km,285.5600,287.3800,23195.7598,1.8200,286.3674,0.1035,0.3217,81,81,100.00
A2006313,2006-11-09,MOD11A2,LST_Day_1km,282.7000,283.4400,22927.1973,0.7400,283.0518,0.0341,0.1846,81,81,100.00
A2006321,2006-11-17,MOD11A2,LST_Day_1km,282.3400,284.7600,22968.1816,2.4200,283.5578,0.3495,0.5912,81,81,100.00
A2006329,2006-11-25,MOD11A2,LST_Day_1km,269.7000,289.2400,22360.8594,19.5400,276.0600,70.2411,8.3810,81,81,100.00
A2006337,2006-12-03,MOD11A2,LST_Day_1km,273.4200,278.4200,22315.7441,5.0000,275.5030,1.4639,1.2099,81,81,100.00
A2006345,2006-12-11,MOD11A2,LST_Day_1km,277.9400,282.8200,22729.5820,4.8800,280.6121,0.9666,0.9832,81,81,100.00
A2006353,2006-12-19,MOD11A2,LST_Day_1km,275.7800,277.7000,22403.8047,1.9200,276.5902,0.2146,0.4632,81,81,100.00
A2006361,2006-12-27,MOD11A2,LST_Day_1km,280.3000,282.0400,22754.7168,1.7400,280.9224,0.1078,0.3283,81,81,100.00
A2007001,2007-01-01,MOD11A2,LST_Day_1km,276.4800,277.4800,22451.3809,1.0000,277.1776,0.0626,0.2501,81,81,100.00
A2007009,2007-01-09,MOD11A2,LST_Day_1km,274.3000,275.3000,22273.9238,1.0000,274.9867,0.0671,0.2590,81,81,100.00
A2007017,2007-01-17,MOD11A2,LST_Day_1km,262.5200,266.5600,21424.4805,4.0400,264.4998,1.3790,1.1743,81,81,100.00
A2007025,2007-01-25,MOD11A2,LST_Day_1km,264.0600,273.6400,21763.3770,9.5800,268.6837,4.6961,2.1670,81,81,100.00
A2007033,2007-02-02,MOD11A2,LST_Day_1km,252.9000,261.9800,20177.0020,9.0800,258.6795,1.5647,1.2509,81,78,96.30
A2007041,2007-02-10,MOD11A2,LST_Day_1km,260.0000,263.6200,21232.7637,3.6200,262.1329,0.8048,0.8971,81,81,100.00
A2007049,2007-02-18,MOD11A2,LST_Day_1km,273.3000,279.1200,22296.4023,5.8200,275.2642,1.4449,1.2020,81,81,100.00
A2007057,2007-02-26,MOD11A2,LST_Day_1km,266.4200,271.5800,21939.8828,5.1600,270.8628,0.6027,0.7764,81,81,100.00
A2007065,2007-03-06,MOD11A2,LST_Day_1km,276.7600,284.5000,22657.0195,7.7400,279.7163,1.6843,1.2978,81,81,100.00
A2007073,2007-03-14,MOD11A2,LST_Day_1km,285.8600,289.1200,23262.3594,3.2600,287.1896,0.5405,0.7352,81,81,100.00
A2007081,2007-03-22,MOD11A2,LST_Day_1km,295.3600,297.4400,24026.8438,2.0800,296.6277,0.2693,0.5190,81,81,100.00
A2007089,2007-03-30,MOD11A2,LST_Day_1km,279.3800,287.6200,22988.2168,8.2400,283.8051,7.1699,2.6777,81,81,100.00
A2007097,2007-04-07,MOD11A2,LST_Day_1km,284.5600,287.8800,23208.6191,3.3200,286.5262,0.6333,0.7958,81,81,100.00
A2007105,2007-04-15,MOD11A2,LST_Day_1km,298.5000,301.7200,24312.9766,3.2200,300.1602,0.5075,0.7124,81,81,100.00
A2007113,2007-04-23,MOD11A2,LST_Day_1km,299.9200,305.4600,24601.5938,5.5400,303.7234,2.5389,1.5934,81,81,100.00
A2007121,2007-05-01,MOD11A2,LST_Day_1km,,,,,,,,81,0,0.00
A2007129,2007-05-09,MOD11A2,LST_Day_1km,296.8200,305.4800,24409.5586,8.6600,301.3526,3.2896,1.8137,81,81,100.00
A2007137,2007-05-17,MOD11A2,LST_Day_1km,300.4600,305.0800,24525.0996,4.6200,302.7790,1.1657,1.0797,81,81,100.00
A2007145,2007-05-25,MOD11A2,LST_Day_1km,295.1600,299.3800,24051.1973,4.2200,296.9284,1.1762,1.0845,81,81,100.00
A2007153,2007-06-02,MOD11A2,LST_Day_1km,297.9800,302.1400,24320.8789,4.1600,300.2578,0.6935,0.8328,81,81,100.00
A2007161,2007-06-10,MOD11A2,LST_Day_1km,303.9000,310.2400,24854.2168,6.3400,306.8422,2.5859,1.6081,81,81,100.00
A2007169,2007-06-18,MOD11A2,LST_Day_1km,300.5800,304.5200,24543.9570,3.9400,303.0118,0.6478,0.8049,81,81,100.00
A2007177,2007-06-26,MOD11A2,LST_Day_1km,299.8400,303.3400,24419.4844,3.5000,301.4751,0.5579,0.7469,81,81,100.00
A2007185,2007-07-04,MOD11A2,LST_Day_1km,301.2800,305.9200,24523.8203,4.6400,302.7632,1.1255,1.0609,81,81,100.00
A2007193,2007-07-12,MOD11A2,LST_Day_1km,300.5800,303.6800,24466.5762,3.1000,302.0565,0.5741,0.7577,81,81,100.00
A2007201,2007-07-20,MOD11A2,LST_Day_1km,299.7200,301.9000,24370.6836,2.1800,300.8727,0.2206,0.4697,81,81,100.00
A2007209,2007-07-28,MOD11A2,LST_Day_1km,298.4800,302.7000,24380.9180,4.2200,300.9990,0.6656,0.8158,81,81,100.00
A2007217,2007-08-05,MOD11A2,LST_Day_1km,302.0800,303.8600,24524.6973,1.7800,302.7740,0.1614,0.4018,81,81,100.00
A2007225,2007-08-13,MOD11A2,LST_Day_1km,298.7000,301.6800,24312.7461,2.9800,300.1573,0.5057,0.7111,81,81,100.00
A2007233,2007-08-21,MOD11A2,LST_Day_1km,299.4600,302.3200,24413.2734,2.8600,301.3984,0.2526,0.5026,81,81,100.00
A2007241,2007-08-29,MOD11A2,LST_Day_1km,300.8000,302.1800,24411.6016,1.3800,301.3778,0.1162,0.3409,81,81,100.00
A2007249,2007-09-06,MOD11A2,LST_Day_1km,296.6400,298.0800,24102.2598,1.4400,297.5588,0.0883,0.2972,81,81,100.00
A2007257,2007-09-14,MOD11A2,LST_Day_1km,295.7600,297.8400,24024.7012,2.0800,296.6013,0.1672,0.4089,81,81,100.00
A2007265,2007-09-22,MOD11A2,LST_Day_1km,296.6800,299.5600,24133.8027,2.8800,297.9482,0.4336,0.6585,81,81,100.00
A2007273,2007-09-30,MOD11A2,LST_Day_1km,295.3600,299.9800,24149.9961,4.6200,298.1481,0.9127,0.9553,81,81,100.00
A2007281,2007-10-08,MOD11A2,LST_Day_1km,291.7800,294.7200,23781.4980,2.9400,293.5988,0.5042,0.7101,81,81,100.00
A2007289,2007-10-16,MOD11A2,LST_Day_1km,287.9400,291.8600,23524.2188,3.9200,290.4225,1.4112,1.1879,81,81,100.00
A2007297,2007-10-24,MOD11A2,LST_Day_1km,288.8400,290.3000,23455.1641,1.4600,289.5699,0.0922,0.3037,81,81,100.00
A2007305,2007-11-01,MOD11A2,LST_Day_1km,285.3400,287.5200,23172.3594,2.1800,286.0785,0.2069,0.4549,81,81,100.00
A2007313,2007-11-09,MOD11A2,LST_Day_1km,284.2000,286.5400,23092.7617,2.3400,285.0958,0.2322,0.4818,81,81,100.00
A2007321,2007-11-17,MOD11A2,LST_Day_1km,287.3000,289.9800,23358.3848,2.6800,288.3751,0.8587,0.9266,81,81,100.00
A2007329,2007-11-25,MOD11A2,LST_Day_1km,272.1600,276.4000,22305.2617,4.2400,275.3736,0.8080,0.8989,81,81,100.00
A2007337,2007-12-03,MOD11A2,LST_Day_1km,271.0200,271.7800,18453.6133,0.7600,271.3767,0.0425,0.2061,81,68,83.95
A2007345,2007-12-11,MOD11A2,LST_Day_1km,265.4600,266.6200,21540.5586,1.1600,265.9328,0.0679,0.2605,81,81,100.00
A2007353,2007-12-19,MOD11A2,LST_Day_1km,268.5000,271.2200,21886.7031,2.7200,270.2062,0.2214,0.4705,81,81,100.00
A2007361,2007-12-27,MOD11A2,LST_Day_1km,265.0800,266.5800,21507.4043,1.5000,265.5235,0.1122,0.3349,81,81,100.00
A2008001,2008-01-01,MOD11A2,LST_Day_1km,262.3800,263.1800,21025.1230,0.8000,262.8140,0.0125,0.1120,81,80,98.77
A2008009,2008-01-09,MOD11A2,LST_Day_1km,260.9600,263.2400,21241.5840,2.2800,262.2418,0.3412,0.5841,81,81,100.00
A2008017,2008-01-17,MOD11A2,LST_Day_1km,254.8600,258.0000,20765.2031,3.1400,256.3605,1.3237,1.1505,81,81,100.00
A2008025,2008-01-25,MOD11A2,LST_Day_1km,268.8000,269.6000,21806.5273,0.8000,269.2164,0.0442,0.2101,81,81,100.00
A2008033,2008-02-02,MOD11A2,LST_Day_1km,263.3800,269.4200,21698.6816,6.0400,267.8849,2.6779,1.6364,81,81,100.00
A2008041,2008-02-10,MOD11A2,LST_Day_1km,262.2600,266.0400,21350.3535,3.7800,263.5846,1.3044,1.1421,81,81,100.00
A2008049,2008-02-18,MOD11A2,LST_Day_1km,265.9600,270.0200,21655.6777,4.0600,267.3540,1.6801,1.2962,81,81,100.00
A2008057,2008-02-26,MOD11A2,LST_Day_1km,269.9600,271.7000,21903.3750,1.7400,270.4120,0.2821,0.5311,81,81,100.00
A2008065,2008-03-05,MOD11A2,LST_Day_1km,270.0200,274.7800,21996.5391,4.7600,271.5622,1.3378,1.1566,81,81,100.00
A2008073,2008-03-13,MOD11A2,LST_Day_1km,282.1400,285.1800,22997.0977,3.0400,283.9148,0.3519,0.5932,81,81,100.00
A2008081,2008-03-21,MOD11A2,LST_Day_1km,286.3800,288.4800,23284.2656,2.1000,287.4601,0.1334,0.3652,81,81,100.00
A2008089,2008-03-29,MOD11A2,LST_Day_1km,284.9600,291.5400,23384.9043,6.5800,288.7025,5.7366,2.3951,81,81,100.00
A2008097,2008-04-06,MOD11A2,LST_Day_1km,280.7800,291.8400,14837.9580,11.0600,285.3453,14.1786,3.7654,81,52,64.20
A2008105,2008-04-14,MOD11A2,LST_Day_1km,294.8600,297.0600,23974.9805,2.2000,295.9874,0.2787,0.5279,81,81,100.00
A2008113,2008-04-22,MOD11A2,LST_Day_1km,290.3400,299.4200,23669.9824,9.0800,292.2220,1.8325,1.3537,81,81,100.00
A2008121,2008-04-30,MOD11A2,LST_Day_1km,293.8800,300.1000,24089.2812,6.2200,297.3985,2.4602,1.5685,81,81,100.00
A2008129,2008-05-08,MOD11A2,LST_Day_1km,296.7600,301.9000,24267.4492,5.1400,299.5981,1.1544,1.0744,81,81,100.00
A2008137,2008-05-16,MOD11A2,LST_Day_1km,301.3000,306.3000,24581.0469,5.0000,303.4697,1.1849,1.0885,81,81,100.00
A2008145,2008-05-24,MOD11A2,LST_Day_1km,294.1800,298.8200,14820.1406,4.6400,296.4028,0.7027,0.8383,81,50,61.73
A2008153,2008-06-01,MOD11A2,LST_Day_1km,297.5000,303.1600,24267.4980,5.6600,299.5988,1.1719,1.0825,81,81,100.00
A2008161,2008-06-09,MOD11A2,LST_Day_1km,298.2800,301.2800,24274.5156,3.0000,299.6854,0.4041,0.6357,81,81,100.00
A2008169,2008-06-17,MOD11A2,LST_Day_1km,299.8400,306.7600,24671.8223,6.9200,304.5904,2.2724,1.5074,81,81,100.00
A2008177,2008-06-25,MOD11A2,LST_Day_1km,297.9200,302.6600,24307.5332,4.7400,300.0930,1.1112,1.0541,81,81,100.00
A2008185,2008-07-03,MOD11A2,LST_Day_1km,297.2800,302.5200,24312.8848,5.2400,300.1591,1.2293,1.1087,81,81,100.00
A2008193,2008-07-11,MOD11A2,LST_Day_1km,300.3200,302.6400,24399.9805,2.3200,301.2343,0.1902,0.4361,81,81,100.00
A2008201,2008-07-19,MOD11A2,LST_Day_1km,298.0200,301.3600,24295.1992,3.3400,299.9407,0.8659,0.9305,81,81,100.00
A2008209,2008-07-27,MOD11A2,LST_Day_1km,299.4000,302.5000,24358.6230,3.1000,300.7238,0.3814,0.6176,81,81,100.00
A2008217,2008-08-04,MOD11A2,LST_Day_1km,296.2800,300.3800,24173.3340,4.1000,298.4362,0.9453,0.9723,81,81,100.00
